county,license_number,operation_type,estab_type,entity_name,dba_name,street_number,street_name,city,state,zip_code,georeference,:@computed_region_yamh_8v7k,square_footage,address_line_2,address_line_3
MONTGOMERY,767331,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #30759,110,STATE HWY 67,FORT PLAIN,NY,13339,"{'type': 'Point', 'coordinates': [-74.53502, 43.00427]}",386,,,
ORANGE,767323,Store,AC,MIDDLE MART INC,MIDDLE MART,36,JAMES ST ####,MIDDLETOWN,NY,10940,"{'type': 'Point', 'coordinates': [-74.42089, 41.44641]}",873,900,,
WAYNE,767321,Store,AC,FLUFFIN SWEET COTTON CANDY LLC,FLUFFIN SWEET COTTON CANDY,6361,KNICKERBOCKER RD ####,ONTARIO,NY,14519,"{'type': 'Point', 'coordinates': [-77.28626, 43.22986]}",632,,,
ONONDAGA,767312,Store,A,PRIME STOP CONVENIENCE INC,PRIME STOP CONVENIENCE,1131,E FAYETTE ST,SYRACUSE,NY,13210,"{'type': 'Point', 'coordinates': [-76.13223, 43.04846]}",687,,,
BRONX,767311,Store,A,TOP 5 DELI GROCERY CORP,TOP 5 DELI GROCERY,1074,NEILL AVE,BRONX,NY,10461,"{'type': 'Point', 'coordinates': [-73.85668, 40.85318]}",307,,,
QUEENS,767310,Store,A,SNACK FUSION WORKSHOP INC,SNACK FUSION WORKSHOP,36-20,UNION ST####,FLUSHING,NY,11354,"{'type': 'Point', 'coordinates': [-73.82791, 40.76323]}",196,,STOREFRONT,
QUEENS,767299,Store,AC,QUICK STOP GOURMET DELI MARKET INC,QUICK STOP GOURMET DELI MARKET,118-18,JAMAICA AVE,RICHMOND HILL,NY,11418,"{'type': 'Point', 'coordinates': [-73.83108, 40.69997]}",196,,,
KINGS,767297,Store,AC,ANDRIEL DELI & GROCERY CORP,ANDRIEL DELI & GROCERY,1195,BUSHWICK AVENUE,BROOKLYN,NY,11221,"{'type': 'Point', 'coordinates': [-73.91629, 40.68845]}",894,,,
BROOME,767292,Store,A,WINSOR ACRES MEAT SHOP LLC,WINSOR ACRES MEAT SHOP,2919,ROUTE 79,HARPURSVILLE,NY,13787,"{'type': 'Point', 'coordinates': [-75.5973, 42.14602]}",965,,,
ONEIDA,767290,Store,AC,TACHOGAY FOOD MARKET CORP,TACHOGAY FOOD MARKET,1584,BRINKERHOFF AVENUE,UTICA,NY,13501,"{'type': 'Point', 'coordinates': [-75.23498, 43.0847]}",984,800,,
DELAWARE,767287,Store,AC,RUSSELL BETZ,RUSTY HILL FARM,22258,STATE ROUTE 23,DAVENPORT,NY,13750,"{'type': 'Point', 'coordinates': [-74.74414, 42.4384]}",563,,,
CHENANGO,767281,Store,A,JOHNSON RENEE,WILCOX MAPLE & MORE,3597,COUNTY RD 32,OXFORD,NY,13830,"{'type': 'Point', 'coordinates': [-75.6257, 42.41469]}",261,,,
KINGS,767280,Store,A,MAX DEALS GROCERY INC,MAX DEALS,2120,ROCKAWAY PKWY ##,BROOKLYN,NY,11236,"{'type': 'Point', 'coordinates': [-73.88773, 40.63159]}",894,11000,,
KINGS,767270,Store,AC,446 CONEY ISLAND INC,MANNAN HALAL SUPERMARKET,446,CONEY ISLAND AVE,BROOKLYN,NY,11218,"{'type': 'Point', 'coordinates': [-73.97103, 40.64702]}",894,10000,,
QUEENS,767269,Store,A,FYZ NY INC,FYZ NY,8624,ROOSEVELT AVE,JACKSON HEIGHTS,NY,11372,"{'type': 'Point', 'coordinates': [-73.87922, 40.74813]}",196,,,
KINGS,767262,Store,A,KL GROCERY INC,KL GROCERY,2218,86TH STREET,BROOKLYN,NY,11214,"{'type': 'Point', 'coordinates': [-73.99331, 40.6016]}",894,500,,
SUFFOLK,767254,Store,AC,LITTLE GREEK MARKET CORP,LITTLE GREEK MARKET,610,B PIKE STREET,MATTITUCK,NY,11952,"{'type': 'Point', 'coordinates': [-72.53429, 40.99252]}",1012,,,
SUFFOLK,767247,Store,AC,RONKONKOMA OJ CORP,7 ELEVEN STORE #23377E,876,JOHNSON AVENUE,RONKONKOMA,NY,11779,"{'type': 'Point', 'coordinates': [-73.12498, 40.80731]}",1019,2000,,
SUFFOLK,767244,Store,AC,MANORVILLE 111 CORP,7 ELEVEN #25150D,450,COUNTY ROAD 111,MANORVILLE,NY,11949,"{'type': 'Point', 'coordinates': [-72.79377, 40.86873]}",1022,2100,,
SUFFOLK,767243,Store,AC,FARMINGVILLE NO CORP,7 ELEVEN STORE #24427D,3000,NORTH OCEAN AVENUE ####,FARMINGVILLE,NY,11738,"{'type': 'Point', 'coordinates': [-73.02169, 40.83075]}",1022,2100,,
QUEENS,767239,Store,A,RLM NY 118 INC,RLM NY 118,9903,NORTHERN BLVD,CORONA,NY,11368,"{'type': 'Point', 'coordinates': [-73.86926, 40.75725]}",196,,,
NEW YORK,767238,Store,A,G2 EMPIRE LLC,SUGAR BEAR,1235,BROADWAY ####,NEW YORK,NY,10001,"{'type': 'Point', 'coordinates': [-73.98841, 40.74698]}",749,,,
KINGS,767237,Store,A,KABERX INC,HEALTH CHOICE PHARMACY 2,1633,SURF AVE####,BROOKLYN,NY,11224,"{'type': 'Point', 'coordinates': [-73.98403, 40.57534]}",894,,,
SUFFOLK,767234,Store,A,SPRING CLOSE FARM STAND CORP,SPRING CLOSE FARM,92,SPRING CLOSE HWY,EAST HAMPTON,NY,11937,"{'type': 'Point', 'coordinates': [-72.1678, 40.97365]}",1021,,,
SUFFOLK,767233,Store,AC,SUNSET BLENDS COMPANY LLC,SUNSET BLENDS COMPANY,28095,MAIN RD ####,CUTCHOGUE,NY,11935,"{'type': 'Point', 'coordinates': [-72.48541, 41.01044]}",1012,500,,
ERIE,767232,Store,A,AL KUHIF AFRAH,SHEBBA 1 FOOD MARKET,1635,GENESEE ST,BUFFALO,NY,14211,"{'type': 'Point', 'coordinates': [-78.82017, 42.91006]}",300,1200,,
KINGS,767212,Store,AC,ROCHESTER GROCERY & GRILL CORP,ROCHESTER GROCERY & GRILL,22,ROCHESTER AVE,BROOKLYN,NY,11233,"{'type': 'Point', 'coordinates': [-73.92745, 40.67831]}",894,,,
SUFFOLK,767211,Store,AC,LUCIANO LUX CORP,LA PIZZETA GOURMET MARKET,578,MIDDLE ROAD,BAYPORT,NY,11705,"{'type': 'Point', 'coordinates': [-73.0512, 40.73813]}",1019,2000,,
RICHMOND,767205,Store,AC,SUNNYSIDE GOURMET DELI 1 CORP,SUNNYSIDE GOURMET DELI 1,1282,CLOVE RD,STATEN ISLAND,NY,10301,"{'type': 'Point', 'coordinates': [-74.10297, 40.6157]}",585,900,,
QUEENS,767203,Store,AC,LA YUS DELI & GROCERY FOOD CORP,LA YUS DELI & GROCERY,110-02,GUY R BREWER BLVD,JAMAICA,NY,11433,"{'type': 'Point', 'coordinates': [-73.78885, 40.69329]}",196,1000,,
RICHMOND,767199,Store,AC,NMS CONVENIENCE CORP,NMS CONVENIENCE,134,LINCOLN AVE,STATEN ISLAND,NY,10306,"{'type': 'Point', 'coordinates': [-74.10799, 40.57902]}",585,1200,,
KINGS,767191,Store,A,WILLIAMSBURGH ORGANIC DELI 2 CORP,WILLIAMSBURGH ORGANIC DELI 2,301,UNION AVENUE,BROOKLYN,NY,11211,"{'type': 'Point', 'coordinates': [-73.95088, 40.70951]}",894,,,
KINGS,767187,Store,A,EVERYDAY SAVING LLC,B&K SUPER 99C PLUS DISCOUNT,4216,AVENUE D ##,BROOKLYN,NY,11203,"{'type': 'Point', 'coordinates': [-73.9364, 40.64171]}",894,,,
KINGS,767182,Store,AC,ABBOTSFORD ROAD COFFEE SPECIALISTS INC,ABBOTSFORD ROAD COFFEE,499,VAN BRUNT ST UNIT 3A,BROOKLYN,NY,11231,"{'type': 'Point', 'coordinates': [-74.01684, 40.67324]}",894,8000,,
ONONDAGA,767174,Store,AC,TREPASSO KELLY,STEEPED,2803,BREWERTON ROAD ##,SYRACUSE,NY,13211,"{'type': 'Point', 'coordinates': [-76.14807, 43.10654]}",690,,,
DUTCHESS,767163,Store,AC,ALIANISH INDIAN FARMER MARKET INC,INDIAN GROCERS & BLISS KITCHEN,2300,SOUTH RD,POUGHKEEPSIE,NY,12601,"{'type': 'Point', 'coordinates': [-73.92395, 41.64638]}",587,1500,,
SUFFOLK,767158,Store,AC,R&M ANDREWS AND SON FARM INC,ANDREWS FAMILY FARM,1038,SOUND AVE,CALVERTON,NY,11933,"{'type': 'Point', 'coordinates': [-72.80242, 40.94991]}",1017,200,,
RICHMOND,767153,Store,ABC,AVS PLAZA BEGELS LLC,AVS BAGELS,73,NEW DORP PLZ N,STATEN ISLAND,NY,10306,"{'type': 'Point', 'coordinates': [-74.11776, 40.57338]}",585,2000,,
ALBANY,767147,Store,AC,HOT CRISPY OIL LLC,HOT CRISPY OIL,24,THATCHER ST,ALBANY,NY,12207,"{'type': 'Point', 'coordinates': [-73.74309, 42.66162]}",814,,,
ORANGE,767135,Store,AC,CLAUDY E MYRIELE MINI MARKET LLC,CLAUDY E MYRIELE MINI MARKET,21,CENTER ST ####,MIDDLETOWN,NY,10940,"{'type': 'Point', 'coordinates': [-74.42044, 41.44646]}",873,2000,,
NEW YORK,767134,Store,AC,NYC INTERNATIONAL RETAIL LLC,BON VILLE,253,BLEECKER ST,NEW YORK,NY,10014,"{'type': 'Point', 'coordinates': [-74.00285, 40.73103]}",749,550,,
MONTGOMERY,767132,Store,AC,VIOLET ROBBINS & TRACY ROBBINS-GARR,SUNNY HUNNY FARMS,334,ROBB RD ####,AMSTERDAM,NY,12010,"{'type': 'Point', 'coordinates': [-74.10309, 42.93014]}",496,,,
SCHOHARIE,767124,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #24957,642,NY STATE RTE 443,SCHOHARIE,NY,12157,"{'type': 'Point', 'coordinates': [-74.2507, 42.67447]}",124,,,
SUFFOLK,767117,Store,AC,HAMPTON BAYS 88 INC,7 ELEVEN STORE #27187B,53,W MONTAUK HWY ####,HAMPTON BAYS,NY,11946,"{'type': 'Point', 'coordinates': [-72.52572, 40.87712]}",1013,2000,,
NEW YORK,767115,Store,AC,SIR SUSHI INC,SIR SUSHI,1366,SIXTH AVE ####,NEW YORK,NY,10019,"{'type': 'Point', 'coordinates': [-73.97799, 40.76321]}",749,50,,
DUTCHESS,767114,Store,AC,SHANTYTOWN LLC,DAVE THE BUTCHER,232,MAIN ST ####,BEACON,NY,12508,"{'type': 'Point', 'coordinates': [-73.97292, 41.50672]}",601,2000,,
QUEENS,767113,Store,AC,EVES CRAVEMANIA GROCERY LLC,EVES CRAVEMANIA DELI & GROCERY,61-21,FRESH POND RD,MIDDLE VILLAGE,NY,11379,"{'type': 'Point', 'coordinates': [-73.90097, 40.71395]}",196,,,
ERIE,767111,Store,AC,MID CITY 59 LLC,MID CITY MARKET,59,KENSINGTON AVE ####,BUFFALO,NY,14214,"{'type': 'Point', 'coordinates': [-78.84935, 42.92764]}",300,2000,,
WARREN,767107,Store,AC,MIRABITO HOLDINGS INC,MIRABITO #141 QUEENSBURY,1433,STATE RT 9,LAKE GEORGE,NY,12845,"{'type': 'Point', 'coordinates': [-73.70031, 43.36553]}",818,,,
KINGS,767106,Store,AC,AL BADIA HALAL MEAT CORP,AL BADIA HALAL MEAT,4702,3RD AVE,BROOKLYN,NY,11220,"{'type': 'Point', 'coordinates': [-74.01306, 40.64935]}",894,,,
QUEENS,767104,Store,AC,ISLA MEAT LLC,CTOWN SUPERMARKET,75-43,METROPOLITAN AVE,MIDDLE VILLAGE,NY,11379,"{'type': 'Point', 'coordinates': [-73.876, 40.71307]}",196,,,
KINGS,767101,Store,AC,CASA CUGINE LLC,CASA CUGINE,427,GRAHAM AVE,BROOKLYN,NY,11211,"{'type': 'Point', 'coordinates': [-73.94491, 40.71775]}",894,,,
KINGS,767094,Store,AC,LA AUTENTICA NUEVA PALMA MEAT MARKET COR,LA AUTENTICA NUEVA PALMA MEAT MARKET,3329,FULTON ST,BROOKLYN,NY,11208,"{'type': 'Point', 'coordinates': [-73.87272, 40.68348]}",894,,,
NEW YORK,767092,Store,AC,ST NICHOLAS FOOD 1 CORP,ST NICHOLAS FOOD 1,285,ST NICHOLAS AVE ##,NEW YORK,NY,10027,"{'type': 'Point', 'coordinates': [-73.95295, 40.81028]}",749,1600,,
ERIE,767091,Store,AC,I &J WELLNESS LLC,IMMERSION COLD PRESSED JUICE,295,MAIN ST SUITE 700 ##,BUFFALO,NY,14203,"{'type': 'Point', 'coordinates': [-78.87544, 42.88249]}",300,1725,-FOOD STALL 01,
KINGS,767087,Store,AC,CHEESE PLATE CARROL GARDENS LLC,CHEESE PLATE CARROL GARDENS,323,COURT ST,BROOKLYN,NY,11231,"{'type': 'Point', 'coordinates': [-73.9955, 40.68316]}",894,700,,
OTSEGO,767079,Store,AC,GRACE ON GROVE LLC,RABBIT HOLE KETTLE AND PANTRY,106,MAIN ST ##,COOPERSTOWN,NY,13326,"{'type': 'Point', 'coordinates': [-74.92515, 42.70069]}",902,800,,
CORTLAND,767072,Store,A,MILAGROS AUTHENTIC MARKET LLC,MILAGROS AUTHENTIC MARKET,6,N WEST STREET ####,HOMER,NY,13077,"{'type': 'Point', 'coordinates': [-76.19032, 42.63684]}",773,,,
WESTCHESTER,767071,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #11034,3333,CROMPOND RD,YORKTOWN HEIGHTS,NY,10598,"{'type': 'Point', 'coordinates': [-73.83014, 41.28981]}",947,,,
QUEENS,767067,Store,AC,3912 DELI GROCERY CORP,3912 DELI GROCERY,3912,108TH STREET,CORONA,NY,11368,"{'type': 'Point', 'coordinates': [-73.85897, 40.75115]}",196,,,
KINGS,767050,Store,A,ALDI INC,ALDI #212,625,FULTON ST,BROOKLYN,NY,11201,"{'type': 'Point', 'coordinates': [-73.98012, 40.68857]}",894,,,
SUFFOLK,767048,Store,A,ALDI INC,ALDI #162,147,RONKONKOMA AVE,RONKONKOMA,NY,11779,"{'type': 'Point', 'coordinates': [-73.11148, 40.82497]}",1022,,,
ORANGE,767045,Store,AC,MISSISSIPPI TRADING INC,TAIYO SUSHI,59,N PLANK RD ##,NEWBURGH,NY,12550,"{'type': 'Point', 'coordinates': [-74.03152, 41.52378]}",890,500,,
JEFFERSON,767033,Store,AC,JOHNSONS CORNER MART II,JOHNSONS CORNER MART,3,S BROAD ST ##,CARTHAGE,NY,13619,"{'type': 'Point', 'coordinates': [-75.62296, 43.96673]}",855,,,
QUEENS,767030,Store,AC,U TURN ORGANIC DELI CORP,U TURN ORGANIC DELI,951,WYCKOFF AVE,RIDGEWOOD,NY,11385,"{'type': 'Point', 'coordinates': [-73.906, 40.69668]}",196,,,
TOMPKINS,767027,Store,A,MOOSEWOOD GOODS LLC,MOOSEWOOD GOODS,215,N CAYUGA ST,ITHACA,NY,14850,"{'type': 'Point', 'coordinates': [-76.49908, 42.44084]}",709,,,
NIAGARA,767018,Store,AC,SHIVANSH 263 CORP,T&R CORNER STORE,263,YOUNG ST ##,WILSON,NY,14172,"{'type': 'Point', 'coordinates': [-78.82722, 43.30913]}",131,1800,,
ERIE,767017,Store,ABC,KENMORE FOOD MART&HALAL BITES INC,KENMORE FOOD MART& HALAL BITES,1615,KENMORE AVE,BUFFALO,NY,14217,"{'type': 'Point', 'coordinates': [-78.87815, 42.95875]}",278,2000,,
ORANGE,767016,Store,AC,845 BAGEL KINGS INC,845 BAGEL KINGS,61,WINDERMERE AVE  ##,GREENWOOD LAKE,NY,10925,"{'type': 'Point', 'coordinates': [-74.29409, 41.22269]}",885,800,,
KINGS,767014,Store,AC,CACTUS DELI GROCERY CORP,CACTUS DELI,374,AVENUE P,BROOKLYN,NY,11204,"{'type': 'Point', 'coordinates': [-73.97371, 40.60874]}",894,1500,,
RICHMOND,767004,Store,AC,WESTERVELT NEW WAY DELI INC,WESTERVELT NEW WAY DELI,18-20,WESTERVELT AVE,STATEN ISLAND,NY,10301,"{'type': 'Point', 'coordinates': [-74.08698, 40.64702]}",585,2000,,
NEW YORK,766999,Store,AC,DELANCEY GRILL & JUICE BAR CORP,PRINCE GRILL & JUICE BAR,158,DELANCEY ST,NEW YORK,NY,10002,"{'type': 'Point', 'coordinates': [-73.98607, 40.71794]}",749,,,
ERIE,766997,Store,AC,JAMAAL MARKET LLC,JAMAAL MARKET,188,GRANT STREET,BUFFALO,NY,14213,"{'type': 'Point', 'coordinates': [-78.89075, 42.91899]}",300,1200,,
ONEIDA,766993,Store,AC,SAMS DELI & MARKET INC,SAMS DELI & MARKET,2514,ONEIDA STREET ##,UTICA,NY,13501,"{'type': 'Point', 'coordinates': [-75.26685, 43.07454]}",984,1200,,
NEW YORK,766992,Store,AC,MEXICAN DREAM DELI ROAST TOAST INC,MEXICAN DREAM DELI ROAST TOAST,206,E 67TH STREET,NEW YORK,NY,10065,"{'type': 'Point', 'coordinates': [-73.9624, 40.76633]}",749,,,
MONROE,766990,Store,AC,GATES FOOD & FUEL INC,GATES FOOD & FUEL,2206,BUFFALO RD,ROCHESTER,NY,14624,"{'type': 'Point', 'coordinates': [-77.711, 43.14764]}",549,,,
RICHMOND,766989,Store,ABC,ANNADALE BAGELS MINIMARKET INC,ANNADALE BAGELS MINIMARKET,878,ANNADALE ROAD,STATEN ISLAND,NY,10312,"{'type': 'Point', 'coordinates': [-74.17729, 40.54044]}",585,2000,,
KINGS,766988,Store,AC,LUCKY GRILL & DELI CORP,LUCKY GRILL & DELI,1279,39TH ST,BROOKLYN,NY,11218,"{'type': 'Point', 'coordinates': [-73.9865, 40.64077]}",894,,,
ONEIDA,766968,Store,AC,FOOD CENTER LLC,GEORGES FOOD CENTER,8510,NEW FLOYD RD,ROME,NY,13440,"{'type': 'Point', 'coordinates': [-75.32465, 43.21944]}",927,7023,,
KINGS,766965,Store,AC,786 BROTHERS FOOD CORP,KEY FOOD,780,FLATBUSH AVE,BROOKLYN,NY,11226,"{'type': 'Point', 'coordinates': [-73.9595, 40.6538]}",894,7000,,
YATES,766963,Store,AC,DUNDEE FRESH GROCERY INC,DUNDEE FRESH GROCERY,19,UNION ST ##,DUNDEE,NY,14837,"{'type': 'Point', 'coordinates': [-76.97874, 42.5233]}",90,2000,,
DUTCHESS,766958,Store,AC,381 SNACK SHOP INC,381 SNACK SHOP,381,VIOLET AVE,POUGHKEEPSIE,NY,12601,"{'type': 'Point', 'coordinates': [-73.90947, 41.73823]}",595,900,,
KINGS,766957,Store,AC,CORNER CRAVE CORP THE,CORNER CRAVE,445,EVERGREEN AVE,BROOKLYN,NY,11221,"{'type': 'Point', 'coordinates': [-73.91844, 40.69173]}",894,,,
KINGS,766953,Store,AC,DEEZ MINI MARKET INC,DEEZ MINI MARKET,300,WYCKOFF AVE,BROOKLYN,NY,11237,"{'type': 'Point', 'coordinates': [-73.9106, 40.69886]}",894,,,
NEW YORK,766948,Store,A,"MEMOR NYC,INC",MEMOR NYC,1130,MADUSIN AVE,NEW YORK,NY,10028,,,,,
ALBANY,766946,Store,A,442 AT MADISON CORPORATION,442 AT MADISON CORPORATION,442,MADISON AVE,ALBANY,NY,12208,"{'type': 'Point', 'coordinates': [-73.76799, 42.65261]}",814,1800,,
BROOME,766945,Store,A,DYNASTY ASIAN MARKET LLC,DYNASTY ASIAN MARKET,177,MAIN STREET,JOHNSON CITY,NY,13790,"{'type': 'Point', 'coordinates': [-75.95263, 42.11415]}",938,,,
NEW YORK,766942,Store,A,614 DELI CONVENIENCE INC,614 DELI CONVENIENCE,614,AMSTERDAMN AVENUE,NEW YORK,NY,10024,"{'type': 'Point', 'coordinates': [-73.97329, 40.79004]}",749,500,,
KINGS,766940,Store,AC,AINSLIE DELI INC,AINSLIE DELI,64,AINSLEE ST ##,BROOKLYN,NY,11211,"{'type': 'Point', 'coordinates': [-73.95249, 40.71275]}",894,,,
SUFFOLK,766935,Store,AC,DAWN FUEL CORP,OK PETRO,2117,MIDDLE COUNTRY RD,CENTEREACH,NY,11720,"{'type': 'Point', 'coordinates': [-73.08666, 40.85853]}",1022,,,
YATES,766932,Store,A,SWEET FARM FOUNDATION,SWEET FARM PROVISIONS,107,MAIN ST  ###,PENN YAN,NY,14527,"{'type': 'Point', 'coordinates': [-77.05337, 42.66135]}",92,,,
ALBANY,766922,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #31479,1975,WESTERN AVE,ALBANY,NY,12203,"{'type': 'Point', 'coordinates': [-73.87988, 42.69537]}",832,,,
ONONDAGA,766921,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENEERAL #31540,315,FAYETTE ST STE 3,MANLIUS,NY,13104,"{'type': 'Point', 'coordinates': [-75.98479, 43.00447]}",696,,,
ONEIDA,766920,Store,AC,ADAM MINI MART AND DELI CORP,ADAM MINI MART AND DELI,2107,WHITESBORO ST,UTICA,NY,13502,"{'type': 'Point', 'coordinates': [-75.26144, 43.10977]}",984,800,,
BRONX,766917,Store,AC,BEST HOOD DELI & GROCERY INC,BEST HOOD DELI & GROCERY,839,TRINITY AVE,BRONX,NY,10456,"{'type': 'Point', 'coordinates': [-73.90662, 40.82142]}",307,1100,,
BRONX,766916,Store,AC,BRONX FRESH DELI CORP,BRONX FRESH DELI,1307,BOSTON ROAD ####,BRONX,NY,10456,"{'type': 'Point', 'coordinates': [-73.89995, 40.83135]}",307,800,,
KINGS,766915,Store,AC,SEA TOWN SEAFOOD LLC,SEA TOWN SEAFOOD,4818,5TH AVE STE 1L,BROOKLYN,NY,11220,"{'type': 'Point', 'coordinates': [-74.00954, 40.64586]}",894,600,,
ONEIDA,766914,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #25681,2380,STATE RTE 49,BLOSSVALE,NY,13308,"{'type': 'Point', 'coordinates': [-75.72835, 43.23185]}",981,,,
GENESEE,766913,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #25355,7174,ALLEGHANY RD,BASOM,NY,14013,"{'type': 'Point', 'coordinates': [-78.39182, 43.06625]}",797,10566,,
KINGS,766901,Store,A,WALGREEN EASTERN CO LLC,WALGREENS #21344,604,PACIFIC ST,BROOKLYN,NY,11217,"{'type': 'Point', 'coordinates': [-73.977, 40.68312]}",894,,,
ONEIDA,766899,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12183,1143,MOHAWK ST,UTICA,NY,13501,"{'type': 'Point', 'coordinates': [-75.22165, 43.0896]}",984,10984,,
KINGS,766896,Store,AC,FARMERS FRESH DELI INC,FARMERS FRESH DELI,541,MYRTLE AVE,BROOKLYN,NY,11205,"{'type': 'Point', 'coordinates': [-73.96282, 40.6938]}",894,,,
SUFFOLK,766887,Store,AC,VARIEDADES DE MI PUEBLO,435 OSBORN,435,OSBORN AVE,RIVERHEAD,NY,11901,"{'type': 'Point', 'coordinates': [-72.67069, 40.92117]}",1017,1000,,
SUFFOLK,766886,Store,AC,HF PHARMACY CORP,PHARMARISTA,68,WEST MAIN STREET,BABYLON,NY,11702,"{'type': 'Point', 'coordinates': [-73.32428, 40.69626]}",1023,1300,,
QUEENS,766883,Store,AC,88 I CAFE CORP,88 I CAFE,88-18,ROCKAWAY BEACH BLVD####,FAR ROCKAWAY,NY,11693,"{'type': 'Point', 'coordinates': [-73.81365, 40.58718]}",196,500,,
QUEENS,766881,Store,AC,MENA GROCERY INC,MENA GROCERY,88-20,95TH AVENUE,OZONE PARK,NY,11416,"{'type': 'Point', 'coordinates': [-73.85267, 40.68562]}",196,,,
GREENE,766880,Store,A,REBECCA BERNARD,BOTTEGA BERNARD & THE SICILIAN MERCHANTI,408,MAIN STREET,CATSKILL,NY,12414,"{'type': 'Point', 'coordinates': [-73.86582, 42.22007]}",760,600,,
MONROE,766879,Store,A,DEW E LEX BODEGA LLC,DEW E LEX BODEGA,739,DEWEY AVE,ROCHESTER,NY,14613,"{'type': 'Point', 'coordinates': [-77.63947, 43.17873]}",537,,,
RICHMOND,766878,Store,AC,EXPRESS DELI GRILL I CORP,EXPRESS DELI GRILL I,100,STUYVESANT PLACE,STATEN ISLAND,NY,10301,"{'type': 'Point', 'coordinates': [-74.07759, 40.64385]}",585,1100,,
WESTCHESTER,766877,Store,AC,SANSOTTA DELI INC,SANSOTTA BROTHERS II,2008,CROMPOND RD,CORTLANDT MANOR,NY,10567,"{'type': 'Point', 'coordinates': [-73.88731, 41.29231]}",976,1500,,
ERIE,766875,Store,AC,AMHERST HALAL MARKET LLC,AMHERST HALAL MARKET,3364,SHERIDAN DR,BUFFALO,NY,14226,"{'type': 'Point', 'coordinates': [-78.80931, 42.98104]}",304,4960,,
SUFFOLK,766874,Store,AC,JUMOZY LLC,ROZETTE,31,A BELLPORT LN ####,BELLPORT,NY,11713,"{'type': 'Point', 'coordinates': [-72.93777, 40.75595]}",1022,1000,,
KINGS,766870,Store,AC,BOGOPA EAST NEW YORK INC,FOOD BAZAAR,2784,LINDEN BLVD,BROOKLYN,NY,11208,"{'type': 'Point', 'coordinates': [-73.86184, 40.66944]}",894,69500,,
NEW YORK,766863,Store,AC,HEAVENLY FOOD MARKET FIRST AVE INC,HEAVENLY FOOD MARKET,400,E 53RD ST,NEW YORK,NY,10022,"{'type': 'Point', 'coordinates': [-73.96453, 40.75568]}",749,1800,,
KINGS,766860,Store,AC,ORGANIC VALLEY DELI INC,ORGANIC VALLEY DELI,400,4TH AVE,BROOKLYN,NY,11215,"{'type': 'Point', 'coordinates': [-73.98734, 40.6721]}",894,,,
KINGS,766858,Store,AC,WILSON FOOD MARKET PLACE CORP,WILSON FOOD MARKET PLACE,625,WILSON AVE,BROOKLYN,NY,11207,"{'type': 'Point', 'coordinates': [-73.90643, 40.68973]}",894,,,
HERKIMER,766841,Store,AC,MUSTARD SEED 315 LLC THE,MUSTARD SEED,401,CANAL PLACE,LITTLE FALLS,NY,13365,"{'type': 'Point', 'coordinates': [-74.85886, 43.04056]}",677,1800,,
QUEENS,766839,Store,AC,GROCERY VIRGEN DEL CISNE INC,GROCERY VIRGEN DEL CISNE,99-08,37TH AVE,CORONA,NY,11368,"{'type': 'Point', 'coordinates': [-73.86782, 40.75236]}",196,,,
WESTCHESTER,766836,Store,A,GIOS MINIMARKET INC,GIO'S MINIMARKET,120,FERRIS AVE,WHITE PLAINS,NY,10603,"{'type': 'Point', 'coordinates': [-73.77513, 41.03949]}",949,,,
DELAWARE,766834,Store,A,DOUGLAS D. BARNES,STONE HILL MARKET AND TREATS,13042,STATE HIGHWAY 8,MASONVILLE,NY,13804,"{'type': 'Point', 'coordinates': [-75.37235, 42.20788]}",562,,,
ALBANY,766814,Store,A,FAMILY CORNER MARKET INC,FAMILY CORNER MARKET,328,DELAWARE AVE,ALBANY,NY,12209,"{'type': 'Point', 'coordinates': [-73.77841, 42.64238]}",814,1000,,
WESTCHESTER,766809,Store,AC,SUSHI MARU EXPRESS INC,SUSHI MARU,660,MCLEAN AVE,YONKERS,NY,10704,"{'type': 'Point', 'coordinates': [-73.87724, 40.90867]}",948,,,
MONTGOMERY,766806,Store,AC,LV PETROLEUM LLC,TA FULTONVILLE,40,RIVERSIDE DR ####,FULTONVILLE,NY,12072,"{'type': 'Point', 'coordinates': [-74.36337, 42.94924]}",492,,,
QUEENS,766801,Store,AC,ALYANNA DAILY MART LLC,ALYANNA DAILY MART,125-20,111TH AVE,SOUTH OZONE PARK,NY,11420,"{'type': 'Point', 'coordinates': [-73.81578, 40.68209]}",196,900,,
SUFFOLK,766795,Store,AC,GREEK ROOTS MARKET LLC,GREEK ROOTS MARKET,517,LARKFIELD RD UNIT B,EAST NORTHPORT,NY,11731,"{'type': 'Point', 'coordinates': [-73.31996, 40.86305]}",1020,2000,,
NEW YORK,766789,Store,AC,1080 HEALTHY TREATS CORP,STORE FRONT,1080,PARK AVE,NEW YORK,NY,10128,"{'type': 'Point', 'coordinates': [-73.95629, 40.78163]}",749,2000,,
