camis,dba,boro,building,street,zipcode,cuisine_description,latitude,longitude,inspection_date,grade,score
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-08-28T07:54:00.000,,49
41238905,LA SALLE GROCERY,Bronx,1232,RANDALL AVENUE,10474,,40.811738053598,-73.888943353596,2007-08-28T07:54:00.000,,49
41258837,SUBWAY,Bronx,968,MORRIS PARK AVENUE,10462,Sandwiches,40.847639950427,-73.857245478872,2025-09-02T00:00:00.000,A,2
41258837,SUBWAY,Bronx,968,MORRIS PARK AVENUE,10462,Sandwiches,40.847639950427,-73.857245478872,2024-09-10T00:00:00.000,A,4
41258837,SUBWAY,Bronx,968,MORRIS PARK AVENUE,10462,Sandwiches,40.847639950427,-73.857245478872,2024-09-10T00:00:00.000,A,4
41258837,SUBWAY,Bronx,968,MORRIS PARK AVENUE,10462,Sandwiches,40.847639950427,-73.857245478872,2023-04-03T00:00:00.000,A,3
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2026-09-08T00:00:00.000,A,12
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2026-09-08T00:00:00.000,A,12
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2026-09-08T00:00:00.000,A,12
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2026-06-01T00:00:00.000,,19
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2026-06-01T00:00:00.000,,19
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2026-06-01T00:00:00.000,,19
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2026-06-01T00:00:00.000,,19
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2025-01-16T00:00:00.000,A,12
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2025-01-16T00:00:00.000,A,12
